Date,LST_Celsius,ZoneID,ZoneName
11/05/2002,29.49,Z01,Colombo North
15/05/2002,35.97,Z01,Colombo North
16/05/2002,31.01,Z01,Colombo North
18/05/2002,32.59,Z01,Colombo North
22/05/2002,28.97,Z01,Colombo North
23/05/2002,26.53,Z01,Colombo North
27/05/2002,28.98,Z01,Colombo North
05/06/2002,31.02,Z01,Colombo North
07/06/2002,27.47,Z01,Colombo North
17/06/2002,30.55,Z01,Colombo North
18/06/2002,28.63,Z01,Colombo North
23/06/2002,26.87,Z01,Colombo North
24/06/2002,31.52,Z01,Colombo North
25/06/2002,29.96,Z01,Colombo North
26/06/2002,32.12,Z01,Colombo North
28/06/2002,31.84,Z01,Colombo North
30/06/2002,31.09,Z01,Colombo North
02/07/2002,30.35,Z01,Colombo North
03/07/2002,29.13,Z01,Colombo North
05/07/2002,30.16,Z01,Colombo North
07/07/2002,31.45,Z01,Colombo North
10/07/2002,28.78,Z01,Colombo North
18/07/2002,27.13,Z01,Colombo North
20/07/2002,26.57,Z01,Colombo North
10/08/2002,31.56,Z01,Colombo North
14/08/2002,23.57,Z01,Colombo North
15/08/2002,27.51,Z01,Colombo North
22/08/2002,33.20,Z01,Colombo North
24/08/2002,34.99,Z01,Colombo North
27/08/2002,29.57,Z01,Colombo North
30/08/2002,26.27,Z01,Colombo North
31/08/2002,34.48,Z01,Colombo North
02/09/2002,33.63,Z01,Colombo North
03/09/2002,29.09,Z01,Colombo North
04/09/2002,29.93,Z01,Colombo North
05/09/2002,32.31,Z01,Colombo North
09/09/2002,35.74,Z01,Colombo North
11/09/2002,33.48,Z01,Colombo North
12/09/2002,30.26,Z01,Colombo North
13/09/2002,31.09,Z01,Colombo North
18/09/2002,35.48,Z01,Colombo North
20/09/2002,30.59,Z01,Colombo North
21/09/2002,31.01,Z01,Colombo North
23/09/2002,34.35,Z01,Colombo North
27/09/2002,35.68,Z01,Colombo North
28/09/2002,32.45,Z01,Colombo North
30/09/2002,33.02,Z01,Colombo North
01/10/2002,29.62,Z01,Colombo North
02/10/2002,32.28,Z01,Colombo North
07/10/2002,30.83,Z01,Colombo North
13/10/2002,35.51,Z01,Colombo North
14/10/2002,32.09,Z01,Colombo North
16/10/2002,28.49,Z01,Colombo North
22/10/2002,32.05,Z01,Colombo North
27/10/2002,33.84,Z01,Colombo North
01/11/2002,31.65,Z01,Colombo North
03/11/2002,30.68,Z01,Colombo North
05/11/2002,31.09,Z01,Colombo North
17/11/2002,31.70,Z01,Colombo North
24/11/2002,30.52,Z01,Colombo North
25/11/2002,26.81,Z01,Colombo North
26/11/2002,32.39,Z01,Colombo North
28/11/2002,33.11,Z01,Colombo North
29/11/2002,26.91,Z01,Colombo North
30/11/2002,33.26,Z01,Colombo North
01/12/2002,30.97,Z01,Colombo North
02/12/2002,29.22,Z01,Colombo North
03/12/2002,25.37,Z01,Colombo North
05/12/2002,28.46,Z01,Colombo North
07/12/2002,27.50,Z01,Colombo North
08/12/2002,29.09,Z01,Colombo North
12/12/2002,29.98,Z01,Colombo North
14/12/2002,28.30,Z01,Colombo North
19/12/2002,23.71,Z01,Colombo North
25/12/2002,25.29,Z01,Colombo North
26/12/2002,30.56,Z01,Colombo North
28/12/2002,22.87,Z01,Colombo North
30/12/2002,32.37,Z01,Colombo North
31/12/2002,27.56,Z01,Colombo North
01/01/2003,32.16,Z01,Colombo North
02/01/2003,31.39,Z01,Colombo North
03/01/2003,29.96,Z01,Colombo North
09/01/2003,27.99,Z01,Colombo North
10/01/2003,28.64,Z01,Colombo North
12/01/2003,30.15,Z01,Colombo North
13/01/2003,31.10,Z01,Colombo North
18/01/2003,27.41,Z01,Colombo North
20/01/2003,25.36,Z01,Colombo North
22/01/2003,30.34,Z01,Colombo North
25/01/2003,26.70,Z01,Colombo North
26/01/2003,30.01,Z01,Colombo North
27/01/2003,22.43,Z01,Colombo North
28/01/2003,35.15,Z01,Colombo North
29/01/2003,29.15,Z01,Colombo North
31/01/2003,27.90,Z01,Colombo North
04/02/2003,30.29,Z01,Colombo North
05/02/2003,22.25,Z01,Colombo North
06/02/2003,26.69,Z01,Colombo North
07/02/2003,30.47,Z01,Colombo North
09/02/2003,32.58,Z01,Colombo North
10/02/2003,30.74,Z01,Colombo North
14/02/2003,29.04,Z01,Colombo North
16/02/2003,32.26,Z01,Colombo North
17/02/2003,31.47,Z01,Colombo North
18/02/2003,35.11,Z01,Colombo North
19/02/2003,33.10,Z01,Colombo North
20/02/2003,31.29,Z01,Colombo North
21/02/2003,33.39,Z01,Colombo North
22/02/2003,25.26,Z01,Colombo North
23/02/2003,35.11,Z01,Colombo North
25/02/2003,28.76,Z01,Colombo North
28/02/2003,35.33,Z01,Colombo North
01/03/2003,25.59,Z01,Colombo North
02/03/2003,33.13,Z01,Colombo North
04/03/2003,32.11,Z01,Colombo North
06/03/2003,27.15,Z01,Colombo North
07/03/2003,29.67,Z01,Colombo North
08/03/2003,32.47,Z01,Colombo North
09/03/2003,34.14,Z01,Colombo North
10/03/2003,29.00,Z01,Colombo North
11/03/2003,34.01,Z01,Colombo North
13/03/2003,32.09,Z01,Colombo North
16/03/2003,30.60,Z01,Colombo North
20/03/2003,34.10,Z01,Colombo North
21/03/2003,27.22,Z01,Colombo North
22/03/2003,33.69,Z01,Colombo North
23/03/2003,33.75,Z01,Colombo North
24/03/2003,32.47,Z01,Colombo North
27/03/2003,33.23,Z01,Colombo North
29/03/2003,34.42,Z01,Colombo North
30/03/2003,29.15,Z01,Colombo North
31/03/2003,31.35,Z01,Colombo North
05/04/2003,35.62,Z01,Colombo North
06/04/2003,25.35,Z01,Colombo North
08/04/2003,31.07,Z01,Colombo North
09/04/2003,33.38,Z01,Colombo North
10/04/2003,32.31,Z01,Colombo North
11/04/2003,30.27,Z01,Colombo North
12/04/2003,34.25,Z01,Colombo North
16/04/2003,31.97,Z01,Colombo North
26/04/2003,31.58,Z01,Colombo North
03/05/2003,33.03,Z01,Colombo North
08/05/2003,25.97,Z01,Colombo North
14/05/2003,30.84,Z01,Colombo North
19/05/2003,28.10,Z01,Colombo North
21/05/2003,28.95,Z01,Colombo North
24/05/2003,26.21,Z01,Colombo North
25/05/2003,30.48,Z01,Colombo North
27/05/2003,26.60,Z01,Colombo North
29/05/2003,25.93,Z01,Colombo North
01/06/2003,31.14,Z01,Colombo North
06/06/2003,31.99,Z01,Colombo North
08/06/2003,28.41,Z01,Colombo North
09/06/2003,25.79,Z01,Colombo North
10/06/2003,30.31,Z01,Colombo North
13/06/2003,30.47,Z01,Colombo North
17/06/2003,24.69,Z01,Colombo North
22/06/2003,27.16,Z01,Colombo North
07/07/2003,29.27,Z01,Colombo North
08/07/2003,30.73,Z01,Colombo North
19/07/2003,31.20,Z01,Colombo North
20/07/2003,25.23,Z01,Colombo North
21/07/2003,25.93,Z01,Colombo North
24/07/2003,31.63,Z01,Colombo North
28/07/2003,32.14,Z01,Colombo North
29/07/2003,31.36,Z01,Colombo North
02/08/2003,29.52,Z01,Colombo North
04/08/2003,31.85,Z01,Colombo North
27/08/2003,31.54,Z01,Colombo North
28/08/2003,27.70,Z01,Colombo North
29/08/2003,30.77,Z01,Colombo North
03/09/2003,33.18,Z01,Colombo North
08/09/2003,31.74,Z01,Colombo North
09/09/2003,28.09,Z01,Colombo North
13/09/2003,24.93,Z01,Colombo North
15/09/2003,34.40,Z01,Colombo North
16/09/2003,27.86,Z01,Colombo North
17/09/2003,35.49,Z01,Colombo North
24/09/2003,28.76,Z01,Colombo North
26/09/2003,31.94,Z01,Colombo North
03/10/2003,31.47,Z01,Colombo North
07/10/2003,29.76,Z01,Colombo North
09/10/2003,29.02,Z01,Colombo North
10/10/2003,31.19,Z01,Colombo North
11/10/2003,30.07,Z01,Colombo North
12/10/2003,32.35,Z01,Colombo North
14/10/2003,30.37,Z01,Colombo North
17/10/2003,30.04,Z01,Colombo North
21/10/2003,32.82,Z01,Colombo North
23/10/2003,34.66,Z01,Colombo North
24/10/2003,30.62,Z01,Colombo North
25/10/2003,33.08,Z01,Colombo North
26/10/2003,31.25,Z01,Colombo North
28/10/2003,31.93,Z01,Colombo North
30/10/2003,30.39,Z01,Colombo North
02/11/2003,32.18,Z01,Colombo North
03/11/2003,31.00,Z01,Colombo North
04/11/2003,31.84,Z01,Colombo North
10/11/2003,31.40,Z01,Colombo North
11/11/2003,31.79,Z01,Colombo North
22/11/2003,29.57,Z01,Colombo North
24/11/2003,33.19,Z01,Colombo North
25/11/2003,31.75,Z01,Colombo North
01/12/2003,33.27,Z01,Colombo North
02/12/2003,30.37,Z01,Colombo North
03/12/2003,30.97,Z01,Colombo North
04/12/2003,29.25,Z01,Colombo North
06/12/2003,30.65,Z01,Colombo North
08/12/2003,29.57,Z01,Colombo North
10/12/2003,30.27,Z01,Colombo North
13/12/2003,27.22,Z01,Colombo North
26/12/2003,29.34,Z01,Colombo North
27/12/2003,29.11,Z01,Colombo North
28/12/2003,31.73,Z01,Colombo North
29/12/2003,30.63,Z01,Colombo North
30/12/2003,29.82,Z01,Colombo North
31/12/2003,29.74,Z01,Colombo North
02/01/2004,32.98,Z01,Colombo North
03/01/2004,29.73,Z01,Colombo North
04/01/2004,31.63,Z01,Colombo North
05/01/2004,29.13,Z01,Colombo North
06/01/2004,30.25,Z01,Colombo North
07/01/2004,33.22,Z01,Colombo North
09/01/2004,33.38,Z01,Colombo North
11/01/2004,25.29,Z01,Colombo North
12/01/2004,28.55,Z01,Colombo North
13/01/2004,30.67,Z01,Colombo North
14/01/2004,30.74,Z01,Colombo North
15/01/2004,29.52,Z01,Colombo North
16/01/2004,33.15,Z01,Colombo North
18/01/2004,32.36,Z01,Colombo North
19/01/2004,29.29,Z01,Colombo North
20/01/2004,28.11,Z01,Colombo North
21/01/2004,30.96,Z01,Colombo North
22/01/2004,30.75,Z01,Colombo North
27/01/2004,26.85,Z01,Colombo North
28/01/2004,27.94,Z01,Colombo North
29/01/2004,32.88,Z01,Colombo North
30/01/2004,32.07,Z01,Colombo North
31/01/2004,22.96,Z01,Colombo North
01/02/2004,32.05,Z01,Colombo North
03/02/2004,33.94,Z01,Colombo North
05/02/2004,28.69,Z01,Colombo North
06/02/2004,29.57,Z01,Colombo North
08/02/2004,29.39,Z01,Colombo North
10/02/2004,35.05,Z01,Colombo North
12/02/2004,33.98,Z01,Colombo North
15/02/2004,27.19,Z01,Colombo North
16/02/2004,31.17,Z01,Colombo North
20/02/2004,28.71,Z01,Colombo North
21/02/2004,30.14,Z01,Colombo North
22/02/2004,33.15,Z01,Colombo North
24/02/2004,33.56,Z01,Colombo North
26/02/2004,33.03,Z01,Colombo North
28/02/2004,35.91,Z01,Colombo North
01/03/2004,37.25,Z01,Colombo North
04/03/2004,34.27,Z01,Colombo North
06/03/2004,35.92,Z01,Colombo North
07/03/2004,26.98,Z01,Colombo North
08/03/2004,34.97,Z01,Colombo North
10/03/2004,33.23,Z01,Colombo North
11/03/2004,33.50,Z01,Colombo North
12/03/2004,29.07,Z01,Colombo North
13/03/2004,34.11,Z01,Colombo North
17/03/2004,31.38,Z01,Colombo North
18/03/2004,31.16,Z01,Colombo North
19/03/2004,26.33,Z01,Colombo North
20/03/2004,34.98,Z01,Colombo North
22/03/2004,34.28,Z01,Colombo North
23/03/2004,27.15,Z01,Colombo North
26/03/2004,30.32,Z01,Colombo North
27/03/2004,35.02,Z01,Colombo North
29/03/2004,34.38,Z01,Colombo North
31/03/2004,34.69,Z01,Colombo North
04/04/2004,30.31,Z01,Colombo North
09/04/2004,34.52,Z01,Colombo North
17/04/2004,29.30,Z01,Colombo North
23/04/2004,33.62,Z01,Colombo North
25/04/2004,34.87,Z01,Colombo North
26/04/2004,31.71,Z01,Colombo North
28/04/2004,33.18,Z01,Colombo North
07/05/2004,32.43,Z01,Colombo North
09/05/2004,34.53,Z01,Colombo North
16/05/2004,27.33,Z01,Colombo North
18/05/2004,30.84,Z01,Colombo North
04/06/2004,27.09,Z01,Colombo North
08/06/2004,30.27,Z01,Colombo North
14/06/2004,28.36,Z01,Colombo North
15/06/2004,31.13,Z01,Colombo North
19/06/2004,29.61,Z01,Colombo North
20/06/2004,24.79,Z01,Colombo North
21/06/2004,29.03,Z01,Colombo North
22/06/2004,32.70,Z01,Colombo North
23/06/2004,26.60,Z01,Colombo North
24/06/2004,29.55,Z01,Colombo North
26/06/2004,32.61,Z01,Colombo North
