Date,ZoneID,ZoneName,LST_Celsius,NDVI,DewPoint_C,AirTemp_C,AirTemp_F,RH_C,HRI,HRI Level
18/02/2000,Z01,Colombo North,29.44,0.300854196,23.07,25.97,78.746,84.0691697,5.406313755,High Risk
05/03/2000,Z01,Colombo North,28.95,0.420612238,23.45,26.62,79.916,82.78200449,4.503705741,Caution
21/03/2000,Z01,Colombo North,32.45,0.391016819,22.36,27.21,80.978,74.85212788,4.9847798,Caution
06/04/2000,Z01,Colombo North,35.82,0.380797803,23.47,25.54,77.972,88.34886621,5.248629376,High Risk
22/04/2000,Z01,Colombo North,35.3,0.280520822,24.24,26.38,79.484,88.04705354,6.299268959,Extreme Danger
08/05/2000,Z01,Colombo North,28.05,0.416384424,24.78,27.18,80.924,86.75732253,4.744175419,Caution
24/05/2000,Z01,Colombo North,26.87,0.349684295,25.07,27.01,80.618,89.15657539,5.229351615,High Risk
09/06/2000,Z01,Colombo North,29.08,0.386951569,24.52,26.3,79.34,89.96003489,4.906909958,Caution
25/06/2000,Z01,Colombo North,30.78,0.38013443,24.25,26.43,79.574,87.84034156,5.086309099,High Risk
11/07/2000,Z01,Colombo North,34.25,0.342901596,24.63,26.6,79.88,88.96562947,5.772657395,High Risk
27/07/2000,Z01,Colombo North,32.78,0.243242853,23.28,25.32,77.576,88.49105139,6.103857668,Extreme Danger
12/08/2000,Z01,Colombo North,35.44,0.132421079,23.48,26.26,79.268,84.71182787,7.440617289,Extreme Danger
28/08/2000,Z01,Colombo North,29.57,0.374137941,23.46,25.06,77.108,90.85319468,4.7116568,Caution
13/09/2000,Z01,Colombo North,27.54,0.42601636,23.53,26.77,80.186,82.45093534,4.375611617,Caution
29/09/2000,Z01,Colombo North,27.06,0.472172626,24.02,25.95,78.71,89.12902654,3.887851962,Caution
15/10/2000,Z01,Colombo North,32.79,0.521778106,24.2,26.56,79.808,86.90862744,4.061956577,Caution
31/10/2000,Z01,Colombo North,27.3,0.429584122,23.94,26.35,79.43,86.62887868,4.319436868,Caution
16/11/2000,Z01,Colombo North,31.36,0.480812694,22.16,27.3,81.14,73.55737337,4.117545545,Caution
02/12/2000,Z01,Colombo North,28.14,0.49260063,23.02,26.29,79.322,82.24442393,3.711167082,Caution
18/12/2000,Z01,Colombo North,32.87,0.410438263,21.17,24.87,76.766,79.93883368,4.314636751,Caution
01/01/2001,Z01,Colombo North,29.81,0.421429358,23.4,25.83,78.494,86.47611562,4.43841002,Caution
17/01/2001,Z01,Colombo North,27.12,0.211662429,19.3,25.23,77.414,69.70266472,5.321571496,High Risk
02/02/2001,Z01,Colombo North,29.9,0.465472673,23.24,24.8,76.64,91.05602286,3.890769905,Caution
18/02/2001,Z01,Colombo North,30.3,0.469330769,23.54,25.83,78.494,87.20934323,4.092372763,Caution
06/03/2001,Z01,Colombo North,34.82,0.443071944,23.22,26.76,80.168,80.97033112,4.789257277,Caution
22/03/2001,Z01,Colombo North,36.07,0.404615127,23.59,27.56,81.608,79.00172143,5.398847991,High Risk
07/04/2001,Z01,Colombo North,33.36,0.481936175,24.37,26.31,79.358,89.10314059,4.434461228,Caution
23/04/2001,Z01,Colombo North,34.66,0.455096887,24.29,27.23,81.014,84.00410415,4.900869869,Caution
09/05/2001,Z01,Colombo North,31.44,0.479586748,24.74,26.52,79.736,89.97561794,4.381410609,Caution
25/05/2001,Z01,Colombo North,33.41,0.392643909,24.6,27.79,82.022,82.81866922,5.459925652,High Risk
10/06/2001,Z01,Colombo North,32.71,0.231758261,24.41,26.27,79.286,89.5280922,6.506761444,Extreme Danger
26/06/2001,Z01,Colombo North,31.51,0.413528065,24.64,26.84,80.312,87.77006789,4.983041482,Caution
12/07/2001,Z01,Colombo North,34.35,0.3935169,23.56,26.2,79.16,85.42363709,5.133085993,High Risk
28/07/2001,Z01,Colombo North,28.36,0.286924711,23.63,26.34,79.412,85.07829347,5.573484063,High Risk
13/08/2001,Z01,Colombo North,31.93,0.311481358,24.19,26.28,79.304,88.30318786,5.733583028,High Risk
29/08/2001,Z01,Colombo North,37.72,0.356461308,23.72,26.64,79.952,84.04076132,5.819341191,High Risk
14/09/2001,Z01,Colombo North,38.64,0.305685235,23.06,26.89,80.402,79.58002123,6.271960482,Extreme Danger
30/09/2001,Z01,Colombo North,32.92,0.376118662,24.25,26.36,79.448,88.20391165,5.28742903,High Risk
16/10/2001,Z01,Colombo North,29.19,0.393894434,24.41,26.72,80.096,87.18386433,4.905239679,Caution
01/11/2001,Z01,Colombo North,32.93,0.490541626,23.5,27.22,80.996,80.15479698,4.341169105,Caution
17/11/2001,Z01,Colombo North,31.04,0.433460502,23.36,25.31,77.558,88.9724157,4.352736186,Caution
03/12/2001,Z01,Colombo North,31.74,0.456135037,22.9,24.9,76.82,88.67157779,4.087928466,Caution
19/12/2001,Z01,Colombo North,30.4,0.471381603,22.34,26.52,79.736,77.85677716,4.018499788,Caution
01/01/2002,Z01,Colombo North,30.39,0.446030794,22.54,26.07,78.926,80.93117209,4.190583496,Caution
17/01/2002,Z01,Colombo North,30.91,0.45774655,18.8,26.19,79.142,63.82360496,3.634068497,Caution
02/02/2002,Z01,Colombo North,29.97,0.425496306,23.56,26.34,79.412,84.72021859,4.519192905,Caution
18/02/2002,Z01,Colombo North,34.47,0.428325572,20.31,28.43,83.174,61.47571942,4.755877167,Caution
06/03/2002,Z01,Colombo North,32.34,0.393275589,23.58,26.67,80.006,83.18801878,5.044109463,High Risk
22/03/2002,Z01,Colombo North,28.29,0.384700414,22.95,28.36,83.048,72.54104027,4.960519675,Caution
07/04/2002,Z01,Colombo North,30.18,0.42891603,23.72,27.84,82.112,78.33041758,4.765955126,Caution
23/04/2002,Z01,Colombo North,28.52,0.320766082,24.02,27.4,81.32,81.83481478,5.520561913,High Risk
09/05/2002,Z01,Colombo North,30.54,0.360974767,25.66,28.01,82.418,87.0910736,5.678003418,High Risk
25/05/2002,Z01,Colombo North,28.98,0.355658244,23.78,25.72,78.296,89.05780201,4.967293968,Caution
10/06/2002,Z01,Colombo North,27.47,0.482549238,24.7,26.63,79.934,89.18089264,4.037441126,Caution
26/06/2002,Z01,Colombo North,32.12,0.380734876,24.35,27.3,81.14,83.96141148,5.34155621,High Risk
12/07/2002,Z01,Colombo North,28.78,0.30091052,23.75,27.4,81.32,80.51713395,5.67237137,High Risk
28/07/2002,Z01,Colombo North,26.57,0.222742045,24.14,26.16,79.088,88.66510545,6.017028439,Extreme Danger
13/08/2002,Z01,Colombo North,23.57,0.37393591,23.68,26.44,79.592,84.83280579,4.45882918,Caution
29/08/2002,Z01,Colombo North,26.27,0.385605451,23.93,26.7,80.06,84.80885185,4.660385584,Caution
14/09/2002,Z01,Colombo North,31.09,0.366120238,23.42,26.92,80.456,81.18643871,5.18730364,High Risk
30/09/2002,Z01,Colombo North,33.02,0.402668368,23.62,26.21,79.178,85.68238068,4.955103019,Caution
16/10/2002,Z01,Colombo North,28.49,0.429727423,23.57,25.67,78.206,88.19991181,4.258540038,Caution
01/11/2002,Z01,Colombo North,31.65,0.352779159,23.43,25.9,78.62,86.27427968,5.18990193,High Risk
17/11/2002,Z01,Colombo North,31.7,0.461099593,23.85,25.8,78.44,89.01042346,4.319434435,Caution
03/12/2002,Z01,Colombo North,25.37,0.42197708,23.22,26.45,79.61,82.46271929,4.135169777,Caution
19/12/2002,Z01,Colombo North,23.71,0.453715261,23.25,25.37,77.666,88.0685895,3.564835524,Caution
01/01/2003,Z01,Colombo North,32.16,0.468844244,19.94,24.98,76.964,73.61654781,3.602666969,Caution
17/01/2003,Z01,Colombo North,27.41,0.470858495,21.64,25.91,78.638,77.34098755,3.578748554,Caution
02/02/2003,Z01,Colombo North,30.29,0.436692723,22.62,26.74,80.132,78.17303412,4.378762397,Caution
18/02/2003,Z01,Colombo North,35.11,0.463799428,22.1,27.13,80.834,74.02336674,4.537853609,Caution
06/03/2003,Z01,Colombo North,27.15,0.417135212,23.62,27.25,81.05,80.59468302,4.506930115,Caution
22/03/2003,Z01,Colombo North,33.69,0.468952964,22.83,27.82,82.076,74.31777432,4.58897781,Caution
07/04/2003,Z01,Colombo North,25.35,0.356653055,23.36,27.79,82.022,76.87307849,4.920340405,Caution
23/04/2003,Z01,Colombo North,31.58,0.485745824,24.44,26.91,80.438,86.36990518,4.356649903,Caution
09/05/2003,Z01,Colombo North,25.97,0.392048629,25.18,27.29,81.122,88.28028781,4.85353116,Caution
25/05/2003,Z01,Colombo North,30.48,0.394072956,25.2,27.3,81.14,88.33367937,5.215330289,High Risk
10/06/2003,Z01,Colombo North,30.31,0.392679172,24.35,26.6,79.88,87.4871733,4.981369887,Caution
26/06/2003,Z01,Colombo North,27.16,0.330142746,24.3,26.74,80.132,86.50930308,5.265603443,High Risk
12/07/2003,Z01,Colombo North,30.73,0.387270643,23.9,26.67,80.006,84.80572693,5.007631245,High Risk
28/07/2003,Z01,Colombo North,32.14,0.433790517,24.91,26.93,80.474,88.72611508,4.916422038,Caution
13/08/2003,Z01,Colombo North,31.85,0.296045293,23.83,25.76,78.368,89.11446931,5.725807878,High Risk
29/08/2003,Z01,Colombo North,30.77,0.318478803,23.66,26.68,80.024,83.54068526,5.562578622,High Risk
14/09/2003,Z01,Colombo North,24.93,0.341774877,23.91,26.29,79.322,86.7796795,4.855376483,Caution
30/09/2003,Z01,Colombo North,31.47,0.469019559,23.5,25.05,77.09,91.12690559,4.06736636,Caution
16/10/2003,Z01,Colombo North,30.04,0.426839388,23.53,25.43,77.774,89.25039442,4.369279469,Caution
01/11/2003,Z01,Colombo North,32.18,0.456104762,23.41,25.44,77.792,88.55417452,4.282130031,Caution
17/11/2003,Z01,Colombo North,29.57,0.451943682,23.6,26.36,79.448,84.82447464,4.27006423,Caution
03/12/2003,Z01,Colombo North,30.97,0.47838287,23.03,26.19,79.142,82.78179174,4.052862563,Caution
19/12/2003,Z01,Colombo North,27.22,0.411695444,22.16,25.88,78.584,79.97660539,4.134998919,Caution
01/01/2004,Z01,Colombo North,32.98,0.409257861,20.29,27.96,82.328,63.1032988,4.712966715,Caution
17/01/2004,Z01,Colombo North,33.15,0.385762458,20.92,26.91,80.438,69.76128484,4.839256683,Caution
02/02/2004,Z01,Colombo North,32.05,0.366303456,21.4,27.47,81.446,69.52499665,5.070646859,High Risk
18/02/2004,Z01,Colombo North,28.71,0.40247787,19.64,27.65,81.77,61.72089728,4.277188834,Caution
05/03/2004,Z01,Colombo North,35.92,0.36518048,21.83,28.77,83.786,66.17138137,5.673830149,High Risk
21/03/2004,Z01,Colombo North,34.28,0.38031335,23.53,27.98,82.364,76.80900595,5.515088697,High Risk
06/04/2004,Z01,Colombo North,30.31,0.350323491,23.96,26.84,80.312,84.26484928,5.321879584,High Risk
22/04/2004,Z01,Colombo North,33.62,0.378364112,24.29,27.03,80.654,84.99588195,5.435636259,High Risk
08/05/2004,Z01,Colombo North,34.53,0.429555054,25.02,26.95,80.51,89.2051746,5.170089932,High Risk
24/05/2004,Z01,Colombo North,30.84,0.446685872,24.78,26.99,80.582,87.7304314,4.689052514,Caution
09/06/2004,Z01,Colombo North,30.27,0.425073045,24.02,26.38,79.484,86.8922573,4.620713189,Caution
25/06/2004,Z01,Colombo North,29.55,0.464656554,23.96,26.9,80.42,83.96809241,4.296266188,Caution
11/07/2004,Z01,Colombo North,25.23,0.384027068,23.42,25.52,77.936,88.18748919,4.331303999,Caution
27/07/2004,Z01,Colombo North,30.6,0.430272349,24.01,26.27,79.286,87.40586414,4.585545368,Caution
12/08/2004,Z01,Colombo North,30.96,0.380997734,23.39,26.61,79.898,82.53149042,4.997169743,Caution
28/08/2004,Z01,Colombo North,28.57,0.356306594,23.61,26.72,80.096,83.09355468,5.057372652,High Risk
13/09/2004,Z01,Colombo North,32.63,0.298750793,24.28,26.66,79.988,86.81357582,5.971462298,High Risk
29/09/2004,Z01,Colombo North,28.27,0.397931012,23.69,26.39,79.502,85.13466731,4.638898074,Caution
15/10/2004,Z01,Colombo North,30.15,0.415996868,23.63,25.57,78.026,89.04623111,4.506638344,Caution
31/10/2004,Z01,Colombo North,34.8,0.383214474,23.88,25.81,78.458,89.11830293,5.244843608,High Risk
16/11/2004,Z01,Colombo North,29.78,0.401096477,23.64,25.6,78.08,88.94134822,4.608612297,Caution
02/12/2004,Z01,Colombo North,26.93,0.271864234,23.45,25.96,78.728,86.07210122,5.497854256,High Risk
18/12/2004,Z01,Colombo North,31.89,0.454762943,21.54,25.93,78.674,76.77836485,4.07666292,Caution
01/01/2005,Z01,Colombo North,32.02,0.427706867,23.18,26.12,79.016,83.88250569,4.581536256,Caution
17/01/2005,Z01,Colombo North,31.87,0.446736712,21.98,27.06,80.708,73.78640806,4.38580577,Caution
02/02/2005,Z01,Colombo North,31.76,0.405355696,23.29,26.15,79.07,84.29218331,4.770490128,Caution
18/02/2005,Z01,Colombo North,34.82,0.393206913,22.47,27.56,81.608,73.82519204,5.23461762,High Risk
06/03/2005,Z01,Colombo North,31.89,0.434532719,23.85,26.68,80.024,84.50138676,4.696560041,Caution
22/03/2005,Z01,Colombo North,27.84,0.361228218,23.86,27.79,82.022,79.22393353,5.158855962,High Risk
07/04/2005,Z01,Colombo North,29.89,0.357909333,23.3,27.18,80.924,79.37931864,5.181318205,High Risk
23/04/2005,Z01,Colombo North,28.71,0.292301405,24.11,27.89,82.202,79.95465539,5.868288785,High Risk
09/05/2005,Z01,Colombo North,33.61,0.381412772,25.5,28.03,82.454,86.16723313,5.739115286,High Risk
25/05/2005,Z01,Colombo North,31.58,0.33916372,24.84,27.42,81.356,85.85246994,5.739524023,High Risk
10/06/2005,Z01,Colombo North,31.97,0.454084577,24.84,27.45,81.41,85.70179352,4.799732599,Caution
26/06/2005,Z01,Colombo North,30.97,0.406844537,24.73,26.89,80.402,87.98436308,5.015832397,High Risk
12/07/2005,Z01,Colombo North,27.15,0.434609992,23.84,26.67,80.006,84.50032593,4.299255173,Caution
28/07/2005,Z01,Colombo North,30.74,0.422400754,24.08,26.01,78.818,89.13361762,4.634508087,Caution
13/08/2005,Z01,Colombo North,30.74,0.39752749,24.48,26.93,80.474,86.47525281,5.045648078,High Risk
29/08/2005,Z01,Colombo North,34.76,0.253596511,23.72,25.88,78.584,87.89929942,6.33050874,Extreme Danger
14/09/2005,Z01,Colombo North,30.96,0.356341539,24.14,26.2,79.16,88.45574641,5.25213672,High Risk
30/09/2005,Z01,Colombo North,28.29,0.483046575,23.94,26.67,80.006,85.00986399,3.996688175,Caution
16/10/2005,Z01,Colombo North,29.43,0.419900278,23.85,26.4,79.52,85.90757111,4.57326369,Caution
01/11/2005,Z01,Colombo North,29.22,0.294048435,23.73,25.49,77.882,90.01065272,5.468508419,High Risk
17/11/2005,Z01,Colombo North,33.31,0.478413567,20.68,25.4,77.72,75.1562993,3.787893912,Caution
03/12/2005,Z01,Colombo North,30.53,0.402544875,23.61,25.37,77.666,90.00215301,4.619133564,Caution
19/12/2005,Z01,Colombo North,25.73,0.468476698,23.57,25.76,78.368,87.73040062,3.713745056,Caution
01/01/2006,Z01,Colombo North,30.79,0.437870863,21.17,25.5,77.9,76.99585204,4.00825049,Caution
17/01/2006,Z01,Colombo North,28.56,0.446494653,22.36,25.87,78.566,81.00399878,3.97751074,Caution
02/02/2006,Z01,Colombo North,29.68,0.435110295,19.79,26.82,80.276,65.40513168,3.962530102,Caution
18/02/2006,Z01,Colombo North,31.34,0.413294348,22.17,28.32,82.976,69.34647014,4.856804425,Caution
06/03/2006,Z01,Colombo North,31.49,0.438994223,23.97,26.83,80.294,84.36509927,4.666065146,Caution
22/03/2006,Z01,Colombo North,30.92,0.387453128,22.37,27.15,80.87,75.16175317,4.87978491,Caution
07/04/2006,Z01,Colombo North,31.63,0.387419484,23.8,28.23,82.814,76.93918685,5.312487674,High Risk
23/04/2006,Z01,Colombo North,29.67,0.454397138,25.34,27.6,81.68,87.52177926,4.701869398,Caution
09/05/2006,Z01,Colombo North,28.67,0.386008666,24.55,27.4,81.32,84.47636549,5.054623371,High Risk
25/05/2006,Z01,Colombo North,28.88,0.299231684,24.15,26.66,79.988,86.13936713,5.637030094,High Risk
10/06/2006,Z01,Colombo North,31.93,0.428346694,24.13,26.04,78.872,89.24296721,4.694722767,Caution
26/06/2006,Z01,Colombo North,33.8,0.350239348,24.79,27.37,81.266,85.84760331,5.814758375,High Risk
12/07/2006,Z01,Colombo North,28.68,0.289649623,23.97,26.44,79.592,86.32552738,5.641731724,High Risk
28/07/2006,Z01,Colombo North,32.26,0.474930824,23.75,26.1,78.98,86.91902915,4.279717197,Caution
13/08/2006,Z01,Colombo North,27.8,0.378432026,23.74,25.07,77.126,92.34383992,4.571226631,Caution
29/08/2006,Z01,Colombo North,32.26,0.362846407,24.06,26.43,79.574,86.84465011,5.328435789,High Risk
14/09/2006,Z01,Colombo North,31.09,0.379029225,23.83,25.87,78.566,88.53544497,4.974133385,Caution
30/09/2006,Z01,Colombo North,32.76,0.414500814,23.22,27.19,80.942,78.95033137,4.928867104,Caution
16/10/2006,Z01,Colombo North,28.93,0.358147657,23.63,25.93,78.674,87.1657357,4.952165448,Caution
01/11/2006,Z01,Colombo North,32.01,0.444282774,23.69,25.63,78.134,89.05086162,4.43865568,Caution
17/11/2006,Z01,Colombo North,32.5,0.26886011,23.7,25.23,77.414,91.24811141,5.911135522,High Risk
03/12/2006,Z01,Colombo North,31.75,0.432749929,22.5,25.3,77.54,84.50788367,4.290592879,Caution
19/12/2006,Z01,Colombo North,25.16,0.426552862,22.98,25.91,78.638,83.91012833,3.960096252,Caution
01/01/2007,Z01,Colombo North,32.06,0.429209572,19.02,25.55,77.99,67.20641466,3.896460881,Caution
17/01/2007,Z01,Colombo North,33.52,0.439500214,20.77,27.15,80.87,68.15312473,4.43186435,Caution
02/02/2007,Z01,Colombo North,34.72,0.422470332,20.86,26.57,79.826,70.90922083,4.594045788,Caution
18/02/2007,Z01,Colombo North,31.68,0.405694101,21.53,27.4,81.32,70.36841658,4.711565824,Caution
06/03/2007,Z01,Colombo North,35.58,0.458987695,21.2,27.99,82.382,66.62262569,4.634004469,Caution
22/03/2007,Z01,Colombo North,36.14,0.427908889,23.07,28.08,82.544,74.27057073,5.216634484,High Risk
07/04/2007,Z01,Colombo North,32.66,0.388412059,24.24,26.49,79.682,87.47758571,5.179835448,High Risk
23/04/2007,Z01,Colombo North,34.76,0.397609181,24.57,27.36,81.248,84.77589592,5.458452471,High Risk
09/05/2007,Z01,Colombo North,30.51,0.435666946,24.76,26.9,80.42,88.09037706,4.738559012,Caution
25/05/2007,Z01,Colombo North,34.35,0.419307423,24.73,27.65,81.77,84.15026239,5.308176199,High Risk
10/06/2007,Z01,Colombo North,24.85,0.339712192,24.45,26.49,79.682,88.58518835,4.975891375,Caution
26/06/2007,Z01,Colombo North,30.96,0.4064154,24.36,27.21,80.978,84.45621555,5.01436965,High Risk
12/07/2007,Z01,Colombo North,32.42,0.191745745,24.08,26.03,78.854,89.02819758,6.737651238,Extreme Danger
28/07/2007,Z01,Colombo North,26.68,0.282962673,23.83,26.39,79.502,85.85494583,5.50439928,High Risk
13/08/2007,Z01,Colombo North,30.39,0.293843527,24.33,26.63,79.934,87.22810211,5.829812954,High Risk
29/08/2007,Z01,Colombo North,31.18,0.296616304,24.06,25.94,78.692,89.39628777,5.726594689,High Risk
14/09/2007,Z01,Colombo North,30.86,0.362197866,24.06,26.53,79.754,86.33404154,5.233097249,High Risk
30/09/2007,Z01,Colombo North,30.76,0.421829732,23.5,27.14,80.852,80.53185737,4.732395774,Caution
16/10/2007,Z01,Colombo North,32.51,0.424364385,23.68,25.61,78.098,89.10295653,4.64496412,Caution
01/11/2007,Z01,Colombo North,32.35,0.465972711,24.07,26.81,80.258,84.97323011,4.519524081,Caution
17/11/2007,Z01,Colombo North,29.71,0.390919319,18.8,25.46,77.828,66.64504257,3.981937573,Caution
03/12/2007,Z01,Colombo North,31.19,0.424247601,20.4,27.08,80.744,66.89071543,4.306015869,Caution
19/12/2007,Z01,Colombo North,27.78,0.461705249,23.8,25.5,77.9,90.33692388,3.935687241,Caution
01/01/2008,Z01,Colombo North,30.65,0.421930204,19.63,25.29,77.522,70.89372577,3.882835475,Caution
17/01/2008,Z01,Colombo North,30.9,0.480070255,19.5,25.03,77.054,71.42087379,3.349301315,Moderate
02/02/2008,Z01,Colombo North,33.77,0.431231136,22.6,26.41,79.538,79.61136638,4.659153294,Caution
18/02/2008,Z01,Colombo North,33.73,0.411269426,21.99,26.48,79.664,76.3946808,4.750225595,Caution
05/03/2008,Z01,Colombo North,30.09,0.402247771,23.09,25.73,78.314,85.37630605,4.564165971,Caution
21/03/2008,Z01,Colombo North,26.52,0.357494267,23.3,25.98,78.764,85.19550854,4.71723989,Caution
06/04/2008,Z01,Colombo North,28.09,0.526264019,23.45,26.13,79.034,85.21079573,3.4580595,Moderate
22/04/2008,Z01,Colombo North,29.5,0.281544043,25.29,27.74,81.932,86.55069356,6.171338397,Extreme Danger
08/05/2008,Z01,Colombo North,28.15,0.261703546,24.2,26.34,79.412,88.04371141,5.85343271,High Risk
24/05/2008,Z01,Colombo North,33.08,0.383460444,23.86,26.95,80.51,83.21995182,5.272980109,High Risk
09/06/2008,Z01,Colombo North,28.69,0.361111082,24.43,26.37,79.466,89.10773585,5.091615932,High Risk
25/06/2008,Z01,Colombo North,30.46,0.41182391,24.1,26.11,78.998,88.71436349,4.719375296,Caution
11/07/2008,Z01,Colombo North,27.8,0.379065598,23.75,25.71,78.278,88.94991079,4.664398553,Caution
27/07/2008,Z01,Colombo North,30.48,0.433352997,23.73,25.54,77.972,89.74374593,4.396666885,Caution
12/08/2008,Z01,Colombo North,32.05,0.377230499,23.94,25.61,78.098,90.50751142,5.045719863,High Risk
28/08/2008,Z01,Colombo North,33.14,0.328022619,23.41,25.45,77.81,88.50156712,5.45208274,High Risk
13/09/2008,Z01,Colombo North,32.56,0.433589536,23.88,26.88,80.384,83.6636199,4.79566215,Caution
29/09/2008,Z01,Colombo North,32.66,0.405172963,22.44,26.31,79.358,79.30811798,4.749909733,Caution
15/10/2008,Z01,Colombo North,32.36,0.406645284,23.87,26.49,79.682,85.55556197,4.946081017,Caution
31/10/2008,Z01,Colombo North,30.11,0.482916601,21.49,25.85,78.53,76.90731392,3.669745366,Caution
16/11/2008,Z01,Colombo North,31.71,0.411220219,22.88,26.68,80.024,79.69622375,4.740627306,Caution
02/12/2008,Z01,Colombo North,29.88,0.461941175,22.67,25.85,78.53,82.64164731,3.997222077,Caution
18/12/2008,Z01,Colombo North,29.56,0.442768777,23.36,24.96,76.928,90.84667035,4.097512062,Caution
01/01/2009,Z01,Colombo North,32.65,0.429071389,17.8,25.09,77.162,63.98681365,3.70489343,Caution
17/01/2009,Z01,Colombo North,34.23,0.426781627,18.5,26.65,79.97,60.96012479,4.209412696,Caution
02/02/2009,Z01,Colombo North,30.16,0.411839406,19.99,25.35,77.63,72.23560754,3.987615613,Caution
18/02/2009,Z01,Colombo North,34.97,0.407574872,16.53,28.07,82.526,49.53723703,4.419561928,Caution
06/03/2009,Z01,Colombo North,35.78,0.379511704,23.29,27.86,82.148,76.23666971,5.593582637,High Risk
22/03/2009,Z01,Colombo North,30.26,0.369583671,23.38,27.71,81.878,77.32645969,5.208257019,High Risk
07/04/2009,Z01,Colombo North,36.66,0.363835579,23.97,27.43,81.374,81.44616979,5.828045124,High Risk
23/04/2009,Z01,Colombo North,30.09,0.336970684,24.71,27.61,81.698,84.2465708,5.645139081,High Risk
09/05/2009,Z01,Colombo North,33.59,0.345930699,24.97,27.15,80.87,87.90122361,5.826184419,High Risk
25/05/2009,Z01,Colombo North,28.55,0.313361936,24.48,27.25,81.05,84.86597698,5.628729249,High Risk
10/06/2009,Z01,Colombo North,28.61,0.378978769,24.61,26.43,79.574,89.75434441,4.968705259,Caution
26/06/2009,Z01,Colombo North,31.19,0.303570532,23.83,26.4,79.52,85.80430089,5.705325911,High Risk
12/07/2009,Z01,Colombo North,32.11,0.33721177,24.11,26.85,80.33,84.97735232,5.606054626,High Risk
28/07/2009,Z01,Colombo North,33.87,0.317542712,24.42,26.24,79.232,89.74060301,5.87082523,High Risk
13/08/2009,Z01,Colombo North,33.67,0.271791512,24.62,26.9,80.42,87.35644838,6.373495829,Extreme Danger
29/08/2009,Z01,Colombo North,29.75,0.322167138,24.33,26.46,79.628,88.10651447,5.509794354,High Risk
14/09/2009,Z01,Colombo North,35.8,0.427075809,24.02,27.01,80.618,83.72834021,5.160536654,High Risk
30/09/2009,Z01,Colombo North,34.7,0.449247154,24.44,26.69,80.042,87.49500971,4.892098556,Caution
16/10/2009,Z01,Colombo North,33.87,0.50396769,24.07,26.41,79.538,86.99939834,4.260991019,Caution
01/11/2009,Z01,Colombo North,31.53,0.42937051,23.74,25.93,78.674,87.74497358,4.578777417,Caution
17/11/2009,Z01,Colombo North,29.3,0.442147052,23.49,25.65,78.17,87.87980532,4.205455686,Caution
03/12/2009,Z01,Colombo North,31.58,0.435299627,23.64,25.79,78.422,87.94463345,4.496430622,Caution
19/12/2009,Z01,Colombo North,32.27,0.463993918,23.69,26.59,79.862,84.13657464,4.440593222,Caution
01/01/2010,Z01,Colombo North,30.09,0.467015046,20.84,26.13,79.034,72.68548644,3.756936129,Caution
17/01/2010,Z01,Colombo North,32.16,0.444844474,22.11,26.51,79.718,76.81953549,4.356145669,Caution
02/02/2010,Z01,Colombo North,32.84,0.416649219,22.08,26.78,80.204,75.46950766,4.691157419,Caution
18/02/2010,Z01,Colombo North,30.67,0.402943694,23.97,26.84,80.312,84.31549527,4.905949446,Caution
06/03/2010,Z01,Colombo North,36.1,0.434217683,20.83,27.78,82.004,65.92835247,4.802868947,Caution
22/03/2010,Z01,Colombo North,33.15,0.38222917,23.42,28.71,83.678,73.12938417,5.506931637,High Risk
07/04/2010,Z01,Colombo North,32.42,0.436866583,24.51,27.36,81.248,84.47212655,4.92176726,Caution
23/04/2010,Z01,Colombo North,33.7,0.431092402,25.08,27.16,80.888,88.42760461,5.129051608,High Risk
09/05/2010,Z01,Colombo North,36.64,0.373812519,24.8,26.43,79.574,90.77914868,5.707485715,High Risk
25/05/2010,Z01,Colombo North,31.52,0.332932003,24.99,27.12,80.816,88.16119087,5.763074882,High Risk
10/06/2010,Z01,Colombo North,33.1,0.413874656,24.37,26.11,78.998,90.16236307,4.960892475,Caution
26/06/2010,Z01,Colombo North,31.53,0.283765808,25.13,27.01,80.618,89.47585028,6.185464538,Extreme Danger
12/07/2010,Z01,Colombo North,33.15,0.261146887,23.8,26,78.8,87.69819406,6.162732731,Extreme Danger
28/07/2010,Z01,Colombo North,27.97,0.405462497,24.39,26.51,79.718,88.16346074,4.670404671,Caution
13/08/2010,Z01,Colombo North,30.82,0.225793397,24.05,25.95,78.71,89.28974734,6.298746983,Extreme Danger
29/08/2010,Z01,Colombo North,35.73,0.341119176,23.69,25.13,77.234,91.73779389,5.548580153,High Risk
14/09/2010,Z01,Colombo North,33.91,0.325814418,24.17,26.16,79.088,88.82484599,5.754889368,High Risk
30/09/2010,Z01,Colombo North,32.65,0.390966272,22.95,25.48,77.864,85.92160369,4.813707672,Caution
16/10/2010,Z01,Colombo North,30.03,0.402542298,23.69,26.55,79.79,84.3351346,4.770687075,Caution
01/11/2010,Z01,Colombo North,27.79,0.443821292,23.93,26.3,79.34,86.83277096,4.229955427,Caution
17/11/2010,Z01,Colombo North,30.75,0.412762892,23.65,25.4,77.72,90.05850445,4.561013824,Caution
03/12/2010,Z01,Colombo North,30.73,0.527944528,23.26,24.46,76.028,93.03825405,3.380434638,Moderate
19/12/2010,Z01,Colombo North,32.44,0.311564437,21.38,25.91,78.638,76.11996542,5.313774528,High Risk
